source,dest
https://experienceleague.adobe.com/docs/target/using/implement-target/before-implement/supported-browsers.html,https://experienceleague.adobe.com/docs/target-dev/developer/implementation/supported-browsers.html
https://experienceleague.adobe.com/docs/target/using/implement-target/client-side/at-js-implementation/upgrading-from-atjs-1x-to-atjs-20.html,https://experienceleague.adobe.com/docs/target-dev/developer/client-side/at-js-implementation/upgrading-from-atjs-1x-to-atjs-20.html
https://experienceleague.adobe.com/docs/target/using/implement-target/client-side/deploy-at-js/how-to-deployatjs.html,https://experienceleague.adobe.com/docs/target-dev/developer/client-side/at-js-implementation/deploy-at-js/how-to-deployatjs.html
https://experienceleague.adobe.com/docs/target/using/implement-target/client-side/mbox-implement/mbox-download.html,https://experienceleague.adobe.com/docs/target-dev/developer/client-side/overview.html
